Emp_ID,Emp_Name,Order_ID,Attendance_Percentage,Picking_Time_Minutes,Income_Earned
PK177,Vignesh R,ORD002343,87.76,6,16.4
PK036,Naveen Kumar,ORD002344,96.46,17,22.32
PK188,Rahul Singh,ORD002345,84.72,15,54.12
PK117,Anitha S,ORD002346,90.93,19,66.33
PK174,Vignesh R,ORD002347,90.4,10,67.3
PK175,Rahul Singh,ORD002348,105.0,3,100.91
PK094,Meena Devi,ORD002349,86.97,13,44.14
PK082,Swetha R,ORD002350,99.46,5,75.33
PK051,Anitha S,ORD002351,92.1,12,37.5
PK153,Meena Devi,ORD002352,95.06,16,98.81
PK164,Karthik Raj,ORD002353,99.37,11,95.54
PK056,Priya Sharma,ORD002354,83.75,7,32.08
PK212,Karthik Raj,ORD002355,82.42,3,52.31
PK020,Karthik Raj,ORD002356,90.81,18,17.47
PK009,Arun Kumar,ORD002357,82.63,4,101.03
PK102,Naveen Kumar,ORD002358,93.1,7,84.87
PK155,Arun Kumar,ORD002359,91.96,18,104.9
PK237,Priya Sharma,ORD002360,98.03,17,28.07
PK045,Sanjay Kumar,ORD002361,97.35,4,28.97
PK190,Anitha S,ORD002362,85.95,10,114.79
PK057,Naveen Kumar,ORD002363,84.27,10,70.74
PK137,Meena Devi,ORD002364,92.41,13,17.18
PK139,Vignesh R,ORD002365,98.4,17,114.29
PK208,Anitha S,ORD002366,98.95,12,53.47
PK116,Karthik Raj,ORD002367,82.43,10,91.68
PK069,Naveen Kumar,ORD002368,85.23,12,99.94
PK212,Sanjay Kumar,ORD002369,98.43,19,15.22
PK106,Anitha S,ORD002370,98.83,14,16.92
PK228,Vignesh R,ORD002371,91.97,17,96.46
PK052,Sanjay Kumar,ORD002372,91.31,7,103.52
PK169,Divya Nair,ORD002373,99.22,17,113.67
PK154,Sanjay Kumar,ORD002374,92.73,9,58.74
PK032,Karthik Raj,ORD002375,97.51,18,66.36
PK045,Harish M,ORD002376,94.66,15,113.63
PK062,Meena Devi,ORD002377,95.14,7,16.68
PK208,Priya Sharma,ORD002378,88.36,9,54.97
PK025,Arun Kumar,ORD002379,94.96,3,41.22
PK158,Rahul Singh,ORD002380,85.98,20,44.43
PK173,Priya Sharma,ORD002381,91.9,6,100.23
PK050,Meena Devi,ORD002382,89.89,17,107.15
PK031,Meena Devi,ORD002383,90.71,15,78.51
PK228,Vignesh R,ORD002384,86.41,3,115.28
PK148,Naveen Kumar,ORD002385,98.47,8,58.03
PK031,Swetha R,ORD002386,86.17,5,74.61
PK155,Sanjay Kumar,ORD002387,90.08,13,36.34
PK065,Swetha R,ORD002388,96.39,13,83.82
PK027,Rahul Singh,ORD002389,91.89,3,55.48
PK184,Rahul Singh,ORD002390,90.75,4,18.95
PK220,Anitha S,ORD002391,87.02,4,54.07
PK096,Karthik Raj,ORD002392,91.36,5,115.7
PK170,Harish M,ORD002393,83.71,12,63.59
PK132,Swetha R,ORD002394,88.63,12,41.65
PK107,Divya Nair,ORD002395,94.74,10,113.27
PK011,Meena Devi,ORD002396,99.56,12,61.85
PK199,Divya Nair,ORD002397,98.86,15,68.6
PK221,Harish M,ORD002398,91.12,8,66.21
PK084,Naveen Kumar,ORD002399,88.63,13,72.72
PK115,Swetha R,ORD002400,90.21,13,55.16
PK211,Karthik Raj,ORD002401,93.38,6,20.67
PK018,Vignesh R,ORD002402,84.75,3,37.26
PK222,Sanjay Kumar,ORD002403,95.07,14,94.73
PK202,Meena Devi,ORD002404,90.33,9,46.77
PK018,Swetha R,ORD002405,82.55,4,83.35
PK108,Rahul Singh,ORD002406,92.9,14,32.58
PK031,Rahul Singh,ORD002407,98.39,13,106.17
PK210,Harish M,ORD002408,95.04,19,83.5
PK022,Sanjay Kumar,ORD002409,84.79,19,71.2
PK194,Karthik Raj,ORD002410,83.55,6,59.65
PK205,Naveen Kumar,ORD002411,89.89,16,72.78
PK200,Priya Sharma,ORD002412,88.87,17,26.42
PK126,Divya Nair,ORD002413,90.26,8,55.2
PK056,Meena Devi,ORD002414,87.42,12,72.43
PK193,Divya Nair,ORD002415,89.53,14,56.26
PK117,Divya Nair,ORD002416,90.26,15,53.25
PK138,Anitha S,ORD002417,86.94,20,26.44
PK071,Sanjay Kumar,ORD002418,87.46,5,50.35
PK072,Anitha S,ORD002419,94.47,15,45.75
PK105,Priya Sharma,ORD002420,97.65,9,55.47
PK236,Priya Sharma,ORD002421,83.99,3,83.94
PK167,Vignesh R,ORD002422,84.01,18,107.26
PK020,Priya Sharma,ORD002423,99.16,15,16.62
PK094,Vignesh R,ORD002424,97.1,13,24.61
PK234,Sanjay Kumar,ORD002425,85.54,17,74.98
PK150,Anitha S,ORD002426,92.27,9,90.43
PK113,Vignesh R,ORD002427,99.47,16,80.37
PK152,Priya Sharma,ORD002428,84.39,20,99.12
PK027,Meena Devi,ORD002429,90.62,12,34.48
PK188,Harish M,ORD002430,96.3,19,19.31
PK015,Priya Sharma,ORD002431,85.37,10,49.73
PK050,Karthik Raj,ORD002432,98.96,19,21.12
PK043,Swetha R,ORD002433,98.15,11,60.26
PK038,Arun Kumar,ORD002434,84.53,7,24.38
PK010,Anitha S,ORD002435,99.85,12,86.27
PK194,Anitha S,ORD002436,83.19,7,103.38
PK155,Priya Sharma,ORD002437,89.32,4,41.74
PK211,Anitha S,ORD002438,87.53,18,16.3
PK130,Vignesh R,ORD002439,86.49,4,31.72
PK038,Arun Kumar,ORD002440,89.31,19,110.89
PK126,Priya Sharma,ORD002441,84.91,13,113.11
PK111,Divya Nair,ORD002442,94.18,12,61.89
PK075,Sanjay Kumar,ORD002443,95.85,5,54.78
PK177,Rahul Singh,ORD002444,86.13,18,42.35
PK129,Priya Sharma,ORD002445,89.92,20,45.39
PK239,Divya Nair,ORD002446,96.85,8,115.76
PK165,Arun Kumar,ORD002447,99.75,15,82.33
PK166,Priya Sharma,ORD002448,85.78,13,116.2
PK164,Priya Sharma,ORD002449,83.43,20,89.81
PK017,Arun Kumar,ORD002450,96.42,19,116.88
PK100,Naveen Kumar,ORD002451,95.17,9,81.62
PK240,Rahul Singh,ORD002452,87.35,18,115.07
PK218,Sanjay Kumar,ORD002453,92.88,3,58.7
PK177,Rahul Singh,ORD002454,96.98,8,105.77
PK113,Rahul Singh,ORD002455,85.98,3,34.89
PK075,Arun Kumar,ORD002456,89.79,15,84.51
PK052,Rahul Singh,ORD002457,92.23,6,75.15
PK234,Swetha R,ORD002458,96.45,16,32.25
PK168,Arun Kumar,ORD002459,87.25,18,99.72
PK186,Arun Kumar,ORD002460,84.28,8,98.28
PK120,Harish M,ORD002461,93.17,13,28.98
PK004,Sanjay Kumar,ORD002462,99.66,11,91.28
PK031,Vignesh R,ORD002463,99.33,9,30.6
PK117,Priya Sharma,ORD002464,92.01,12,47.41
PK232,Vignesh R,ORD002465,95.51,14,49.84
PK207,Swetha R,ORD002466,95.71,7,32.2
PK213,Vignesh R,ORD002467,83.33,17,31.69
PK014,Karthik Raj,ORD002468,99.71,11,80.9
PK055,Naveen Kumar,ORD002469,95.0,13,83.76
PK143,Naveen Kumar,ORD002470,86.17,15,71.2
PK248, Anitha S ,ORD002471,90.75,8,23.71
PK216,Harish M,ORD002472,85.52,11,76.04
PK230,Harish M,ORD002473,93.63,10,66.09
PK247,Rahul Singh,ORD002474,87.11,4,62.47
PK085,Priya Sharma,ORD002475,94.53,18,99.16
PK143,Vignesh R,ORD002476,93.98,6,52.8
PK055,Rahul Singh,ORD002477,90.04,9,112.71
PK108,Rahul Singh,ORD002478,91.88,7,54.46
PK161,Rahul Singh,ORD002479,83.1,5,98.36
PK151,Karthik Raj,ORD002480,96.1,10,95.27
PK083,Priya Sharma,ORD002481,91.72,4,44.83
PK193,Meena Devi,ORD002482,89.42,9,96.43
PK111,Anitha S,ORD002483,85.68,3,40.8
PK008,Priya Sharma,ORD002484,83.95,8,76.85
PK091,Divya Nair,ORD002485,87.35,20,67.45
PK131,Vignesh R,ORD002486,99.49,9,75.65
PK221,Meena Devi,ORD002487,90.95,13,93.61
PK116,Anitha S,ORD002488,85.79,7,35.49
PK098,Swetha R,ORD002489,95.27,9,27.19
PK073,Karthik Raj,ORD002490,89.69,8,91.96
PK195,Swetha R,ORD002491,93.67,17,67.22
PK181,Priya Sharma,ORD002492,96.95,15,63.8
PK225,Swetha R,ORD002493,89.16,11,15.95
PK106,Naveen Kumar,ORD002494,98.53,12,96.01
PK077,Priya Sharma,ORD002495,94.8,8,88.35
PK005,Harish M,ORD002496,85.44,15,105.74
PK161,Swetha R,ORD002497,98.63,8,105.75
PK064,Rahul Singh,ORD002498,87.85,14,25.35
PK082,Meena Devi,ORD002499,99.93,5,62.34
PK220,Arun Kumar,ORD002500,92.2,9,23.0
PK209,Priya Sharma,ORD002501,95.33,4,103.04
PK182,Naveen Kumar,ORD002502,82.07,8,29.79
PK132,Naveen Kumar,ORD002503,94.71,10,102.4
PK061,Anitha S,ORD002504,89.16,9,54.11
PK017,Anitha S,ORD002505,99.3,3,58.25
PK192,Swetha R,ORD002506,82.37,4,67.82
PK032,Priya Sharma,ORD002507,98.08,10,60.97
PK090,Harish M,ORD002508,93.08,5,27.07
PK046,Sanjay Kumar,ORD002509,99.29,17,41.17
PK092,Arun Kumar,ORD002510,86.87,16,15.7
PK046,Anitha S,ORD002511,95.44,20,54.6
PK201,Sanjay Kumar,ORD002512,83.18,6,54.03
PK063,Rahul Singh,ORD002513,98.28,18,59.15
PK038,Anitha S,ORD002514,99.65,6,119.68
PK189,Rahul Singh,ORD002515,98.87,20,90.12
PK092,Meena Devi,ORD002516,94.32,14,98.63
PK058,Naveen Kumar,ORD002517,94.08,13,30.86
PK216,Vignesh R,ORD002518,93.19,19,74.12
PK037,Harish M,ORD002519,83.7,17,53.53
PK169,Vignesh R,ORD002520,82.05,19,25.32
PK138,Anitha S,ORD002521,95.46,9,90.77
PK096,Priya Sharma,ORD002522,93.86,14,70.71
PK116,Rahul Singh,ORD002523,99.66,8,117.26
PK108,Rahul Singh,ORD002524,84.42,11,61.34
PK190,Priya Sharma,ORD002525,98.56,7,40.61
PK015,Anitha S,ORD002526,95.39,7,33.04
PK028,Anitha S,ORD002527,93.85,3,104.44
PK016,Arun Kumar,ORD002528,88.38,13,26.86
PK240,Divya Nair,ORD002529,90.98,19,20.84
PK195,Swetha R,ORD002530,92.28,16,64.96
PK098,Meena Devi,ORD002531,87.82,6,97.36
PK093,Anitha S,ORD002532,85.84,8,52.23
PK160,Naveen Kumar,ORD002533,98.39,10,112.52
PK151,Karthik Raj,ORD002534,89.21,11,100.36
PK108,Arun Kumar,ORD002535,84.16,12,59.87
PK162,Arun Kumar,ORD002536,88.31,8,81.77
PK160,Karthik Raj,ORD002537,84.17,10,82.74
PK101,Karthik Raj,ORD002538,89.98,5,38.98
PK166,Meena Devi,ORD002539,83.2,5,44.98
PK157,Sanjay Kumar,ORD002540,85.05,12,26.21
PK238,Vignesh R,ORD002541,92.17,5,70.45
PK233,Priya Sharma,ORD002542,99.16,8,52.28
PK147,Swetha R,ORD002543,96.06,8,20.58
PK050,Arun Kumar,ORD002544,88.6,12,63.34
PK201,Rahul Singh,ORD002545,93.25,17,88.6
PK027,Divya Nair,ORD002546,90.67,10,119.12
PK062,Rahul Singh,ORD002547,90.51,17,25.15
PK139,Divya Nair,ORD002548,95.47,4,41.47
PK234,Vignesh R,ORD002549,91.44,13,75.46
PK128,Harish M,ORD002550,99.11,10,118.7
PK008,Divya Nair,ORD002551,99.58,9,91.99
PK092,Sanjay Kumar,ORD002552,94.05,12,56.38
PK201,Arun Kumar,ORD002553,92.33,15,21.71
PK236,Karthik Raj,ORD002554,92.66,12,18.02
PK119,Divya Nair,ORD002555,82.08,17,78.94
PK120,Rahul Singh,ORD002556,87.36,8,25.28
PK059,Priya Sharma,ORD002557,92.97,15,78.75
PK225,Naveen Kumar,ORD002558,88.21,12,57.13
PK131,Swetha R,ORD002559,83.39,4,17.47
PK160,Anitha S,ORD002560,95.75,9,27.02
PK059,Naveen Kumar,ORD002561,93.73,16,84.31
PK071,Arun Kumar,ORD002562,99.73,9,108.62
PK091,Swetha R,ORD002563,83.84,14,83.77
PK143,Meena Devi,ORD002564,87.11,3,36.93
PK230,Divya Nair,ORD002565,89.4,10,75.95
PK178,Sanjay Kumar,ORD002566,97.48,9,65.68
PK127,Sanjay Kumar,ORD002567,83.82,10,24.8
PK182,Priya Sharma,ORD002568,87.6,17,116.86
PK187,Priya Sharma,ORD002569,95.66,5,91.12
PK113,Swetha R,ORD002570,93.93,17,111.75
PK011,Harish M,ORD002571,93.84,14,38.89
PK165,Anitha S,ORD002572,89.16,6,29.19
PK116,Priya Sharma,ORD002573,88.18,14,54.26
PK189,Sanjay Kumar,ORD002574,87.0,8,36.02
PK090,Harish M,ORD002575,95.3,16,40.06
PK049,Karthik Raj,ORD002576,83.97,10,101.18
PK136,Anitha S,ORD002577,92.37,19,85.67
PK009,Meena Devi,ORD002578,95.1,15,51.03
PK090,Naveen Kumar,ORD002579,93.27,5,28.13
PK031,Karthik Raj,ORD002580,90.26,9,30.01
PK207,Divya Nair,ORD002581,92.53,19,106.73
PK009,Meena Devi,ORD002582,83.31,5,98.86
PK103,Karthik Raj,ORD002583,97.64,12,70.58
PK192,Naveen Kumar,ORD002584,85.86,3,31.69
PK221,Swetha R,ORD002585,97.55,15,25.73
PK166,Karthik Raj,ORD002586,83.92,13,95.56
PK076,Harish M,ORD002587,96.57,8,83.53
PK064,Harish M,ORD002588,87.42,15,114.05
PK090,Anitha S,ORD002589,82.34,10,47.14
PK118,Swetha R,ORD002590,85.57,13,102.19
PK167,Sanjay Kumar,ORD002591,91.83,11,49.69
PK118,Rahul Singh,ORD002592,83.14,4,65.13
PK213,Karthik Raj,ORD002593,98.21,15,115.03
PK177,,ORD002594,89.65,20,67.2
PK090,Karthik Raj,ORD002595,82.57,16,105.98
PK170,Vignesh R,ORD002596,98.5,16,25.64
PK115,Harish M,ORD002597,94.9,14,101.76
PK082,Arun Kumar,ORD002598,98.3,17,46.7
PK060,Arun Kumar,ORD002599,88.71,10,50.63
PK200,Meena Devi,ORD002600,94.5,8,83.78
PK023,Swetha R,ORD002601,83.19,10,104.14
PK150,Divya Nair,ORD002602,89.37,18,99.39
PK162,Rahul Singh,ORD002603,92.73,4,56.42
PK138,Harish M,ORD002604,94.51,13,107.04
PK232,Divya Nair,ORD002605,88.91,16,84.56
PK158,Vignesh R,ORD002606,96.07,4,69.26
PK034,Naveen Kumar,ORD002607,95.36,10,35.92
PK064,Swetha R,ORD002608,97.34,13,107.77
PK099,Sanjay Kumar,ORD002609,88.69,13,40.71
PK222,Swetha R,ORD002610,91.15,13,39.92
PK121,Karthik Raj,ORD002611,95.78,17,90.38
PK187,Priya Sharma,ORD002612,99.53,18,69.78
PK205,Priya Sharma,ORD002613,84.61,14,117.13
PK191,Karthik Raj,ORD002614,91.1,19,19.79
PK109,Sanjay Kumar,ORD002615,85.44,15,71.54
PK116,Karthik Raj,ORD002616,93.16,16,50.0
PK017,Arun Kumar,ORD002617,93.43,-2,110.06
PK128,Naveen Kumar,ORD002618,82.41,11,112.8
PK025,Sanjay Kumar,ORD002619,99.43,16,18.74
PK186,Karthik Raj,ORD002620,92.22,17,113.56
PK154,Priya Sharma,ORD002621,91.38,18,60.31
PK003,Divya Nair,ORD002622,99.97,4,34.37
PK193,Harish M,ORD002623,94.12,4,112.12
PK079,Harish M,ORD002624,99.57,16,41.98
PK094,Naveen Kumar,ORD002625,89.88,4,85.36
PK018,Harish M,ORD002626,99.64,6,28.56
PK093,Anitha S,ORD002627,97.18,7,102.28
PK212,Anitha S,ORD002628,87.75,20,104.85
PK136,Priya Sharma,ORD002629,85.23,15,109.22
PK232,Arun Kumar,ORD002630,86.38,11,23.33
PK012,Vignesh R,ORD002631,88.12,10,118.87
PK019,Divya Nair,ORD002632,83.33,12,64.45
PK011,Sanjay Kumar,ORD002633,85.2,11,15.87
PK073,Arun Kumar,ORD002634,83.11,12,33.86
PK099,Harish M,ORD002635,94.65,10,63.44
PK062,Anitha S,ORD002636,86.77,13,109.5
PK211,Priya Sharma,ORD002637,96.66,17,58.71
PK116,Rahul Singh,ORD002638,96.92,10,34.64
PK198,Priya Sharma,ORD002639,97.99,9,70.18
PK084,Karthik Raj,ORD002640,82.45,8,94.0
PK182,Rahul Singh,ORD002641,88.42,8,54.13
PK031,Anitha S,ORD002642,96.4,6,84.02
PK117,Divya Nair,ORD002643,87.4,18,18.95
PK193,Harish M,ORD002644,82.27,14,88.76
PK137,Arun Kumar,ORD002645,92.19,15,60.06
PK184,Meena Devi,ORD002646,98.15,8,37.74
PK135,Arun Kumar,ORD002647,92.46,17,49.67
PK141,Arun Kumar,ORD002648,93.9,9,53.29
PK233,Arun Kumar,ORD002649,96.13,19,21.6
PK247,Harish M,ORD002650,87.91,10,78.3
PK116,Priya Sharma,ORD002651,98.24,20,75.39
PK146,Arun Kumar,ORD002652,94.76,15,33.66
PK099,Swetha R,ORD002653,82.69,10,111.94
PK151,Sanjay Kumar,ORD002654,98.51,12,115.59
PK108,Harish M,ORD002655,87.41,16,93.07
PK239,Harish M,ORD002656,85.09,12,94.51
PK072,Arun Kumar,ORD002657,95.89,19,115.65
PK236,Divya Nair,ORD002658,88.59,8,100.0
PK040,Anitha S,ORD002659,90.76,4,111.95
PK084,Harish M,ORD002660,94.18,5,16.85
PK173,Priya Sharma,ORD002661,88.78,4,70.22
PK105,Naveen Kumar,ORD002662,99.03,7,91.28
PK126,Priya Sharma,ORD002663,89.93,9,118.77
PK008,Karthik Raj,ORD002664,93.83,3,106.43
PK199,Priya Sharma,ORD002665,91.8,5,57.29
PK148,Meena Devi,ORD002666,82.8,19,58.72
PK114,Harish M,ORD002667,86.22,10,36.03
PK070,Harish M,ORD002668,91.22,20,16.04
PK206,Sanjay Kumar,ORD002669,82.96,8,35.85
PK240,Naveen Kumar,ORD002670,92.14,18,45.06
PK053,Swetha R,ORD002671,97.49,13,26.84
PK239,Priya Sharma,ORD002672,87.15,8,24.12
PK072,Sanjay Kumar,ORD002673,95.83,4,84.51
PK168,Anitha S,ORD002674,95.28,17,42.72
PK107,Sanjay Kumar,ORD002675,96.55,11,40.43
PK067,Swetha R,ORD002676,82.21,11,15.9
PK205,Anitha S,ORD002677,97.8,12,110.08
PK032,Arun Kumar,ORD002678,85.48,15,76.71
PK004,Anitha S,ORD002679,83.06,11,45.87
PK013,Arun Kumar,ORD002680,99.5,5,16.26
PK039,Swetha R,ORD002681,94.58,5,53.42
PK088,Rahul Singh,ORD002682,96.28,7,64.36
PK228,Anitha S,ORD002683,92.38,7,78.12
PK155,Priya Sharma,ORD002684,85.15,17,62.03
PK189,Karthik Raj,ORD002685,95.79,5,40.29
PK143,Swetha R,ORD002686,96.43,9,45.35
PK066,Anitha S,ORD002687,93.46,10,104.92
PK190,Rahul Singh,ORD002688,97.71,20,75.72
PK145,Rahul Singh,ORD002689,97.16,10,33.16
PK221,Rahul Singh,ORD002690,99.0,6,104.59
PK232,Meena Devi,ORD002691,105.0,10,119.43
PK175,Sanjay Kumar,ORD002692,87.35,16,101.43
PK132,Priya Sharma,ORD002693,93.0,3,45.19
PK129,Divya Nair,ORD002694,97.96,8,22.78
PK070,Harish M,ORD002695,90.16,12,99.37
PK228,Sanjay Kumar,ORD002696,97.24,17,70.23
PK069,Harish M,ORD002697,97.75,9,118.54
PK043,Naveen Kumar,ORD002698,87.05,5,34.37
PK113,Karthik Raj,ORD002699,83.99,9,68.89
PK229,Rahul Singh,ORD002700,96.38,18,39.77
PK189,Karthik Raj,ORD002701,97.37,18,19.13
PK202,Anitha S,ORD002702,96.14,12,67.18
PK231,Vignesh R,ORD002703,89.29,14,76.25
PK169,Arun Kumar,ORD002704,91.37,17,98.04
PK023,Harish M,ORD002705,98.09,14,57.44
PK189,Karthik Raj,ORD002706,85.23,9,53.06
PK217,Arun Kumar,ORD002707,97.01,4,18.66
PK099,Priya Sharma,ORD002708,85.41,13,51.51
PK078,Sanjay Kumar,ORD002709,88.56,17,85.7
PK248,Harish M,ORD002710,88.8,5,45.71
PK071,Divya Nair,ORD002711,88.67,18,58.88
PK117,Divya Nair,ORD002712,89.6,10,80.23
PK188,Sanjay Kumar,ORD002713,92.99,7,18.44
PK022,Arun Kumar,ORD002714,92.85,6,106.22
PK074,Swetha R,ORD002715,96.57,10,85.83
PK170,Vignesh R,ORD002716,97.11,8,61.32
PK217,Vignesh R,ORD002717,88.98,18,75.64
PK167,Rahul Singh,ORD002718,92.34,18,82.51
PK074,Rahul Singh,ORD002719,91.6,10,40.51
PK046,Swetha R,ORD002720,96.89,18,119.1
PK135,Naveen Kumar,ORD002721,83.55,5,48.02
PK055,Harish M,ORD002722,95.75,12,111.47
PK249,Sanjay Kumar,ORD002723,91.11,12,39.1
PK138,Divya Nair,ORD002724,85.68,5,116.86
PK138,Meena Devi,ORD002725,89.0,9,48.64
PK138,Meena Devi,ORD002726,88.72,14,60.81
PK024,Arun Kumar,ORD002727,97.19,7,99.87
PK174,Swetha R,ORD002728,91.47,14,16.28
PK046,Priya Sharma,ORD002729,97.71,9,64.73
PK139,Sanjay Kumar,ORD002730,92.73,10,34.84
PK177,Karthik Raj,ORD002731,93.21,16,65.66
PK036,Karthik Raj,ORD002732,83.06,13,46.46
PK178,Anitha S,ORD002733,98.88,16,96.65
PK063,Harish M,ORD002734,85.69,10,90.06
PK113,Swetha R,ORD002735,86.07,19,18.05
PK048,Rahul Singh,ORD002736,89.35,13,118.51
PK092,Karthik Raj,ORD002737,85.24,3,43.85
PK158,Naveen Kumar,ORD002738,99.47,16,70.86
PK118,Priya Sharma,ORD002739,88.51,16,118.01
PK051,Karthik Raj,ORD002740,86.37,16,114.05
PK141,Rahul Singh,ORD002741,98.64,16,110.69
PK096,Karthik Raj,ORD002742,98.89,15,101.35
PK091,Arun Kumar,ORD002743,94.77,20,42.06
PK100,Anitha S,ORD002744,90.07,5,20.97
PK168,Rahul Singh,ORD002745,93.59,17,90.19
PK177,Vignesh R,ORD002746,97.7,9,17.54
PK131,Anitha S,ORD002747,89.52,9,64.52
PK169,Anitha S,ORD002748,85.15,7,54.41
PK122,Arun Kumar,ORD002749,90.3,20,40.99
PK042,Vignesh R,ORD002750,87.63,12,84.04
PK234,Harish M,ORD002751,97.09,9,91.46
PK039,Harish M,ORD002752,91.36,12,105.99
PK055,Sanjay Kumar,ORD002753,98.08,10,25.31
PK060,Vignesh R,ORD002754,92.91,15,59.58
PK019,Anitha S,ORD002755,87.06,5,45.81
PK150,Arun Kumar,ORD002756,86.29,20,26.71
PK014,Karthik Raj,ORD002757,99.25,14,40.43
PK171,Divya Nair,ORD002758,85.68,10,80.55
PK077,Meena Devi,ORD002759,84.92,16,83.41
PK128,Karthik Raj,ORD002760,97.45,8,54.25
PK105,Vignesh R,ORD002761,92.51,18,22.08
PK243,Anitha S,ORD002762,89.84,15,59.77
PK009,Naveen Kumar,ORD002763,93.69,19,71.28
PK035,Anitha S,ORD002764,93.4,10,105.43
PK040,Arun Kumar,ORD002765,87.72,19,104.14
PK148,Vignesh R,ORD002766,89.62,19,45.33
PK105,Vignesh R,ORD002767,84.77,15,65.05
PK030,Naveen Kumar,ORD002768,95.7,19,82.73
PK057,Divya Nair,ORD002769,94.53,8,88.63
PK153,Sanjay Kumar,ORD002770,87.65,20,98.73
PK186,Rahul Singh,ORD002771,84.81,14,65.67
PK187,Karthik Raj,ORD002772,93.25,18,112.93
PK125,Vignesh R,ORD002773,88.26,5,69.34
PK074,Karthik Raj,ORD002774,82.74,6,21.62
PK035,Divya Nair,ORD002775,89.85,11,100.71
PK202,Rahul Singh,ORD002776,93.72,20,66.88
PK002,Anitha S,ORD002777,98.13,19,18.01
PK100,Arun Kumar,ORD002778,92.82,9,87.73
PK012,Divya Nair,ORD002779,99.62,9,26.96
PK218,Karthik Raj,ORD002780,96.39,4,83.89
PK240,Karthik Raj,ORD002781,87.03,7,105.34
PK079,Divya Nair,ORD002782,93.86,17,15.41
PK068,Meena Devi,ORD002783,90.92,20,78.01
PK169,Priya Sharma,ORD002784,95.22,13,33.17
PK176,Sanjay Kumar,ORD002785,83.32,7,66.37
PK106,Arun Kumar,ORD002786,92.05,6,99.51
PK219,Vignesh R,ORD002787,98.36,12,94.9
PK237,Naveen Kumar,ORD002788,86.63,19,98.23
PK247,Anitha S,ORD002789,91.15,5,114.39
PK103,Divya Nair,ORD002790,86.57,11,40.27
PK218,Vignesh R,ORD002791,83.75,12,24.16
PK204,Sanjay Kumar,ORD002792,89.8,3,110.03
PK151,Naveen Kumar,ORD002793,90.76,7,38.02
PK226,Sanjay Kumar,ORD002794,92.01,10,29.33
PK099,Karthik Raj,ORD002795,87.0,17,41.68
PK050,Anitha S,ORD002796,94.46,8,99.88
PK209,Anitha S,ORD002797,84.16,19,114.39
PK238,Naveen Kumar,ORD002798,84.4,8,114.68
PK004,Arun Kumar,ORD002799,82.24,15,58.99
PK230,Rahul Singh,ORD002800,91.27,19,44.44
PK030,Harish M,ORD002801,98.27,19,17.66
PK093,Sanjay Kumar,ORD002802,90.17,16,36.84
PK034,Meena Devi,ORD002803,99.28,10,91.55
PK070,Swetha R,ORD002804,84.0,19,93.92
PK042,Anitha S,ORD002805,99.48,9,79.34
PK147,Sanjay Kumar,ORD002806,93.93,3,32.72
PK037,Arun Kumar,ORD002807,90.88,7,92.01
PK231,Anitha S,ORD002808,85.76,12,119.26
PK040,Naveen Kumar,ORD002809,84.75,19,29.74
PK236,Rahul Singh,ORD002810,99.59,7,76.29
PK242,Swetha R,ORD002811,99.96,12,88.04
PK190,Divya Nair,ORD002812,92.66,7,116.17
PK139,Priya Sharma,ORD002813,90.04,7,102.07
PK034,Divya Nair,ORD002814,88.35,5,38.59
PK189,Meena Devi,ORD002815,98.69,9,92.83
PK052,Vignesh R,ORD002816,83.12,15,83.57
PK102,Arun Kumar,ORD002817,89.99,15,92.18
PK229,Priya Sharma,ORD002818,87.79,14,105.27
PK133,Swetha R,ORD002819,99.16,13,22.49
PK187,Harish M,ORD002820,85.39,10,85.17
PK080,Vignesh R,ORD002821,97.0,11,45.0
PK133,Divya Nair,ORD002822,97.24,5,82.72
PK036,Karthik Raj,ORD002823,93.38,12,19.81
PK138,Priya Sharma,ORD002824,83.89,17,108.5
PK044,Meena Devi,ORD002825,96.64,18,17.98
PK053,Sanjay Kumar,ORD002826,87.85,5,56.21
PK193,Anitha S,ORD002827,96.52,17,17.68
PK142,Rahul Singh,ORD002828,91.74,18,52.51
PK176,Vignesh R,ORD002829,92.93,10,94.18
PK128,Naveen Kumar,ORD002830,94.11,4,104.97
PK169,Meena Devi,ORD002831,82.82,10,80.5
PK027,Priya Sharma,ORD002832,93.46,4,97.89
PK092,Arun Kumar,ORD002833,83.8,14,83.89
PK044,Meena Devi,ORD002834,96.28,8,66.21
PK142,Rahul Singh,ORD002835,95.1,20,18.91
PK147,Vignesh R,ORD002836,85.38,15,18.12
PK100,Arun Kumar,ORD002837,84.48,8,100.53
PK171,Harish M,ORD002838,90.58,10,100.83
PK203,Vignesh R,ORD002839,84.19,13,56.96
PK241,Priya Sharma,ORD002840,90.89,3,93.55
PK249,Swetha R,ORD002841,94.13,8,73.22
PK128,Rahul Singh,ORD002842,94.48,19,53.57
PK190,Meena Devi,ORD002843,94.96,8,88.02
PK029,Karthik Raj,ORD002844,84.46,9,107.24
PK139,Sanjay Kumar,ORD002845,97.07,5,48.22
PK066,Meena Devi,ORD002846,94.12,7,111.1
PK084,Harish M,ORD002847,95.27,7,20.51
PK166,Harish M,ORD002848,89.81,12,51.94
PK156,Anitha S,ORD002849,89.8,8,62.12
PK221,Arun Kumar,ORD002850,96.89,15,116.79
